Student Name,Operating System,Computer Networks,DBMS,DSA,LR,Maths,Study_Time,English_Score,Course Needed
Student 2364,64,53,75,95,96,85,3,53,1
Student 2365,90,97,63,65,85,56,5,99,0
Student 2366,85,99,52,83,79,73,1,95,0
Student 2367,90,71,94,84,84,61,4,96,0
Student 2368,93,85,61,96,96,98,2,83,0
Student 2369,100,80,58,70,80,99,2,67,0
Student 2370,99,54,51,53,62,61,3,77,1
Student 2371,89,74,60,68,67,83,7,94,0
Student 2372,98,67,82,82,58,57,6,53,1
Student 2373,86,94,63,55,94,84,6,59,0
Student 2374,89,54,70,95,60,56,5,95,1
Student 2375,61,51,96,61,70,83,7,52,1
Student 2376,52,85,72,79,68,63,4,65,1
Student 2377,51,82,58,78,54,58,4,68,1
Student 2378,74,58,91,80,100,78,4,70,0
Student 2379,75,72,94,80,67,59,5,85,0
Student 2380,74,68,78,85,57,64,8,79,1
Student 2381,85,81,79,72,56,95,5,85,0
Student 2382,91,76,55,78,72,65,1,86,1
Student 2383,81,71,82,100,78,56,2,51,1
Student 2384,60,72,92,66,89,78,5,95,0
Student 2385,55,58,86,67,55,85,2,69,1
Student 2386,79,53,82,59,98,81,1,70,1
Student 2387,81,65,53,87,96,79,5,92,0
Student 2388,70,63,63,64,76,70,6,50,1
Student 2389,88,76,71,50,95,88,8,57,1
Student 2390,93,64,64,70,58,63,1,72,1
Student 2391,67,74,57,52,92,64,2,92,1
Student 2392,91,73,51,63,99,83,5,96,0
Student 2393,83,96,64,97,92,92,2,84,0
Student 2394,81,90,56,79,54,70,4,85,1
Student 2395,58,54,71,59,67,62,6,53,1
Student 2396,80,97,85,53,58,68,7,92,0
Student 2397,82,81,72,88,66,67,5,84,0
Student 2398,58,52,68,60,61,88,6,64,1
Student 2399,70,54,52,51,57,55,5,54,1
Student 2400,56,85,53,76,66,100,3,63,1
Student 2401,60,83,96,87,51,92,8,66,0
Student 2402,53,80,95,84,98,75,6,89,0
Student 2403,62,64,53,94,100,99,7,66,0
Student 2404,53,83,81,79,63,78,4,97,0
Student 2405,73,87,92,86,53,69,5,94,0
Student 2406,64,57,92,96,54,74,7,84,1
Student 2407,54,71,60,51,76,93,8,94,1
Student 2408,96,78,86,53,79,53,1,97,0
Student 2409,89,70,60,75,98,92,7,79,0
Student 2410,88,53,70,81,96,90,3,95,0
Student 2411,89,84,68,77,52,90,7,76,0
Student 2412,59,68,97,55,62,56,8,63,1
Student 2413,97,89,50,64,72,66,2,51,1
Student 2414,88,73,95,93,96,97,1,81,0
Student 2415,86,90,54,93,86,87,5,99,0
Student 2416,79,98,81,87,87,84,4,97,0
Student 2417,64,52,55,85,79,54,7,65,1
Student 2418,75,67,89,70,90,55,4,64,1
Student 2419,99,53,94,60,84,87,6,59,0
Student 2420,81,64,61,77,58,91,4,89,1
Student 2421,51,98,86,52,56,69,2,65,1
Student 2422,100,52,96,71,61,56,4,59,1
Student 2423,70,68,91,60,59,53,7,91,1
Student 2424,97,50,67,66,74,95,5,53,1
Student 2425,84,95,74,90,55,51,7,64,1
Student 2426,59,66,81,76,55,99,8,89,1
Student 2427,72,73,99,89,81,97,8,73,0
Student 2428,60,57,71,50,74,69,7,78,1
Student 2429,78,88,55,78,90,77,5,59,1
Student 2430,82,96,77,91,67,57,8,100,0
Student 2431,73,84,70,56,67,57,7,92,1
Student 2432,66,71,60,100,85,65,5,57,1
Student 2433,83,81,95,89,80,55,1,98,0
Student 2434,95,95,82,81,63,58,7,55,0
Student 2435,61,96,60,90,59,100,6,65,0
Student 2436,75,79,80,77,87,62,4,76,0
Student 2437,54,82,51,71,98,55,8,92,1
Student 2438,79,88,73,78,57,67,7,92,0
Student 2439,80,86,74,67,70,65,6,89,0
Student 2440,56,83,84,82,68,79,6,78,0
Student 2441,64,60,67,86,53,99,4,50,1
Student 2442,52,61,50,82,58,66,3,65,1
Student 2443,66,87,59,78,77,79,1,78,1
Student 2444,89,63,52,73,51,78,7,71,1
Student 2445,90,59,76,98,62,69,4,84,0
Student 2446,54,73,60,97,80,64,1,95,1
Student 2447,96,95,54,52,94,94,7,96,0
Student 2448,94,95,57,85,58,76,6,97,0
Student 2449,96,75,50,92,93,50,8,60,1
Student 2450,67,73,74,94,63,76,1,74,1
Student 2451,57,92,98,76,89,50,7,76,0
Student 2452,68,52,72,77,59,89,2,72,1
Student 2453,87,50,63,79,76,71,4,91,1
Student 2454,85,52,64,59,73,94,4,52,1
Student 2455,66,53,69,100,66,53,1,99,1
Student 2456,95,91,88,50,74,89,4,58,0
Student 2457,74,61,86,77,75,90,4,73,0
Student 2458,86,62,66,83,99,56,7,59,1
Student 2459,75,58,87,54,67,71,3,86,1
Student 2460,53,95,74,58,59,55,3,55,1
Student 2461,68,86,68,83,55,74,6,90,1
Student 2462,90,90,77,95,57,74,2,99,0
Student 2463,68,67,86,58,71,59,7,75,1
Student 2464,83,71,70,84,65,74,4,62,1
Student 2465,52,80,67,59,83,71,7,99,1
Student 2466,57,68,81,79,54,95,5,52,1
Student 2467,87,60,53,73,59,85,4,72,1
Student 2468,96,73,77,91,95,75,1,51,0
Student 2469,94,61,99,50,62,70,7,50,1
Student 2470,88,84,99,61,91,52,7,60,0
Student 2471,94,81,65,63,65,99,7,65,0
Student 2472,74,51,98,94,54,74,1,56,1
Student 2473,78,56,98,86,64,95,3,99,0
Student 2474,58,53,95,53,70,92,8,100,1
Student 2475,57,74,82,79,50,57,3,61,1
Student 2476,92,56,71,60,63,70,8,91,1
Student 2477,80,97,78,51,95,76,1,92,0
Student 2478,81,50,61,81,76,71,1,50,1
Student 2479,59,66,79,58,99,50,3,98,1
Student 2480,89,62,85,93,63,50,4,61,1
Student 2481,91,59,76,92,81,79,7,61,0
Student 2482,55,100,59,81,63,72,5,86,1
Student 2483,63,90,84,51,66,88,1,69,1
Student 2484,52,77,51,82,63,88,1,84,1
Student 2485,86,96,70,87,67,78,3,78,0
Student 2486,57,70,98,51,82,52,7,54,1
Student 2487,52,74,76,77,71,71,3,66,1
Student 2488,80,98,86,70,89,56,5,65,0
Student 2489,59,90,74,100,98,61,1,66,0
Student 2490,65,79,97,56,95,68,1,90,0
Student 2491,63,72,71,97,81,93,8,61,0
Student 2492,51,98,59,73,80,87,6,69,1
Student 2493,61,74,53,94,64,67,2,65,1
Student 2494,77,77,74,96,74,95,5,78,0
Student 2495,82,99,65,80,98,51,4,99,0
Student 2496,77,76,63,91,66,99,2,61,0
Student 2497,100,92,100,87,62,82,2,83,0
Student 2498,57,80,68,85,66,95,6,77,0
Student 2499,87,51,87,78,51,71,2,61,1
Student 2500,94,94,86,84,62,79,5,86,0
Student 2501,67,62,97,82,95,75,5,70,0
Student 2502,77,65,64,83,82,50,3,99,1
Student 2503,54,68,66,62,75,94,3,69,1
Student 2504,94,67,94,81,97,74,5,81,0
Student 2505,97,72,80,94,65,81,6,84,0
Student 2506,57,61,98,79,63,67,3,61,1
Student 2507,61,93,57,88,71,64,2,83,1
Student 2508,50,50,56,60,71,93,1,100,1
Student 2509,65,57,88,72,84,88,8,65,1
Student 2510,55,70,96,64,61,60,4,65,1
Student 2511,71,97,79,55,94,87,7,88,0
Student 2512,77,100,56,87,72,55,2,66,1
Student 2513,86,55,76,100,97,67,3,87,0
Student 2514,77,87,84,75,80,81,3,93,0
Student 2515,92,69,100,58,70,50,3,59,1
Student 2516,63,100,68,55,72,64,1,98,1
Student 2517,68,68,93,62,85,69,1,99,0
Student 2518,52,54,93,68,52,94,4,94,1
Student 2519,89,70,65,81,71,59,5,87,1
Student 2520,67,54,97,73,92,70,7,80,0
Student 2521,98,81,81,75,89,58,3,89,0
Student 2522,53,53,76,78,100,53,1,83,1
Student 2523,67,66,55,92,65,50,7,67,1
Student 2524,74,82,98,52,72,71,6,82,0
Student 2525,59,51,67,56,65,72,8,83,1
Student 2526,68,93,61,82,79,98,5,89,0
Student 2527,86,99,98,55,85,99,8,81,0
Student 2528,66,71,91,65,68,91,1,91,0
Student 2529,63,56,78,58,70,53,3,79,1
Student 2530,95,50,53,77,79,53,7,50,1
Student 2531,60,82,76,60,55,93,4,85,1
Student 2532,93,64,100,66,62,66,1,61,1
Student 2533,93,62,55,70,69,88,8,79,1
Student 2534,90,81,64,56,61,90,6,53,1
Student 2535,54,83,95,76,68,93,7,92,0
Student 2536,92,95,92,69,93,75,7,53,0
Student 2537,59,54,63,83,82,85,7,52,1
Student 2538,100,55,72,57,56,52,1,52,1
Student 2539,52,65,54,99,96,57,6,50,1
Student 2540,65,89,65,65,52,92,2,98,0
Student 2541,62,80,99,79,97,73,6,78,0
Student 2542,65,66,69,78,53,92,5,74,1
Student 2543,99,93,91,79,52,83,6,91,0
Student 2544,91,53,50,84,89,54,4,82,1
Student 2545,77,51,71,76,97,83,1,65,1
Student 2546,86,65,78,86,56,66,5,64,1
Student 2547,82,88,84,94,67,85,4,70,0
Student 2548,87,85,69,79,90,62,7,83,0
Student 2549,80,75,92,63,55,71,7,51,1
Student 2550,59,98,62,89,76,72,4,75,0
Student 2551,91,76,52,66,93,55,2,65,1
Student 2552,79,81,90,50,69,73,7,87,0
Student 2553,82,73,76,63,70,94,8,92,0
Student 2554,89,92,90,90,68,66,7,83,0
Student 2555,92,69,78,62,76,64,1,57,1
Student 2556,66,60,85,87,75,86,2,63,1
Student 2557,65,54,70,64,89,60,3,100,1
Student 2558,56,53,99,87,70,77,3,87,0
Student 2559,60,77,55,58,79,74,4,94,1
Student 2560,80,85,64,63,57,69,8,97,1
Student 2561,97,78,86,80,90,81,7,93,0
Student 2562,65,61,78,64,81,71,4,88,1
Student 2563,52,54,81,55,88,58,3,89,1
Student 2564,74,82,58,98,54,98,5,86,0
Student 2565,72,61,59,71,54,55,1,81,1
Student 2566,90,94,77,81,58,81,6,64,0
Student 2567,87,82,96,78,99,97,8,80,0
Student 2568,73,94,73,97,64,56,6,90,0
Student 2569,83,65,57,59,80,90,1,80,1
Student 2570,100,71,76,71,61,85,1,65,0
Student 2571,91,88,73,51,100,99,3,54,0
Student 2572,63,53,100,52,66,98,5,86,1
Student 2573,72,70,50,94,64,60,4,68,1
Student 2574,59,64,67,75,77,79,4,89,1
Student 2575,100,81,64,50,51,68,6,50,1
Student 2576,82,75,75,71,98,88,1,98,0
Student 2577,52,73,56,65,64,80,1,67,1
Student 2578,67,69,91,81,53,74,8,85,1
Student 2579,75,73,66,89,69,90,8,91,0
Student 2580,56,86,99,50,95,64,2,77,0
Student 2581,57,76,52,73,83,66,4,57,1
Student 2582,63,96,52,50,99,58,4,87,1
Student 2583,90,79,59,64,62,56,1,62,1
Student 2584,67,97,86,67,87,61,5,91,0
Student 2585,79,55,60,67,90,75,8,67,1
Student 2586,95,90,75,67,52,85,6,54,1
Student 2587,86,68,91,60,91,93,7,67,0
Student 2588,89,81,63,83,85,62,6,84,0
Student 2589,51,84,74,61,96,83,5,60,1
Student 2590,92,77,75,62,62,52,2,79,1
Student 2591,72,91,78,61,74,98,4,57,0
Student 2592,72,95,56,97,80,62,1,83,0
Student 2593,70,70,89,59,88,71,3,62,1
Student 2594,98,72,74,87,92,84,1,100,0
Student 2595,99,99,84,50,78,58,1,83,0
Student 2596,94,68,81,86,85,72,2,93,0
Student 2597,68,67,72,52,94,57,1,59,1
Student 2598,71,50,82,54,69,100,2,98,1
Student 2599,59,94,91,100,51,50,3,75,1
Student 2600,90,86,50,62,51,60,7,84,1
Student 2601,58,73,57,93,93,58,3,94,0
Student 2602,84,99,71,53,56,66,2,73,1
Student 2603,81,67,83,52,58,88,3,84,1
Student 2604,59,73,72,75,61,80,2,58,1
Student 2605,81,52,95,50,98,51,5,56,1
Student 2606,76,56,50,70,58,69,7,67,1
Student 2607,71,77,87,77,59,87,3,84,0
Student 2608,98,55,72,73,56,66,2,69,1
Student 2609,62,68,78,50,87,50,7,70,1
Student 2610,86,58,100,85,69,74,2,64,0
Student 2611,84,58,91,52,68,88,3,77,1
Student 2612,78,50,52,76,50,92,7,96,1
Student 2613,70,69,85,58,86,94,4,98,0
Student 2614,81,86,73,86,52,75,7,58,1
Student 2615,53,67,95,65,69,89,5,69,1
Student 2616,63,74,51,84,81,68,2,83,1
Student 2617,89,52,58,89,73,91,3,69,1
Student 2618,71,77,74,97,94,73,6,90,0
Student 2619,54,56,55,67,70,87,8,51,1
Student 2620,90,96,80,81,60,64,8,59,0
Student 2621,88,52,100,71,86,94,5,73,0
Student 2622,62,62,53,95,83,97,6,72,1
Student 2623,73,96,50,63,68,77,6,75,1
Student 2624,72,70,98,73,51,50,3,58,1
Student 2625,81,50,70,86,64,59,6,59,1
Student 2626,93,67,79,50,73,95,5,79,0
Student 2627,59,68,56,63,76,50,4,58,1
Student 2628,78,68,98,73,97,52,4,65,0
Student 2629,86,82,86,91,89,100,4,59,0
Student 2630,83,61,61,64,76,54,2,95,1
Student 2631,69,94,76,55,81,72,6,78,1
Student 2632,77,63,85,75,99,63,5,82,0
Student 2633,56,89,100,57,60,80,5,77,1
Student 2634,61,54,68,53,78,52,4,54,1
Student 2635,68,55,83,89,51,97,2,74,1
Student 2636,71,63,98,98,85,99,8,84,0
Student 2637,83,61,61,57,69,93,1,80,1
Student 2638,57,55,100,93,80,66,1,51,1
Student 2639,64,77,88,86,75,55,5,61,1
Student 2640,97,77,93,95,86,85,6,78,0
Student 2641,63,94,73,99,61,94,8,62,0
Student 2642,62,57,76,66,83,87,6,54,1
Student 2643,61,56,93,53,58,92,3,91,1
Student 2644,96,59,86,69,100,56,5,60,0
Student 2645,80,77,58,62,60,96,2,73,1
Student 2646,63,91,82,93,63,75,6,72,0
Student 2647,50,57,79,71,52,53,1,62,1
Student 2648,64,92,65,99,65,72,1,87,0
Student 2649,56,98,50,68,92,64,8,99,0
Student 2650,86,66,62,64,97,66,2,67,1
Student 2651,61,78,80,51,88,64,2,57,1
Student 2652,60,82,68,67,93,59,6,69,1
Student 2653,62,56,84,51,60,79,6,71,1
Student 2654,75,99,54,99,90,69,7,51,0
Student 2655,90,76,65,88,66,79,1,91,0
Student 2656,57,89,72,72,56,88,8,75,1
Student 2657,100,51,81,55,73,93,4,88,0
Student 2658,94,60,73,61,68,50,8,97,1
Student 2659,85,84,57,87,56,89,1,77,0
Student 2660,50,61,75,79,71,84,3,68,1
Student 2661,88,71,82,57,76,94,2,57,1
Student 2662,88,89,58,64,100,70,6,74,0
Student 2663,87,88,59,51,70,95,6,61,1
Student 2664,66,76,55,60,53,97,3,59,1
Student 2665,62,85,58,66,89,92,4,57,1
Student 2666,89,72,56,92,92,87,1,54,0
Student 2667,71,56,58,65,53,66,3,98,1
Student 2668,64,99,73,97,51,91,7,86,0
Student 2669,84,51,52,79,57,62,2,55,1
Student 2670,71,95,76,58,95,70,4,80,0
Student 2671,83,63,63,97,94,92,2,69,0
Student 2672,67,70,73,80,91,72,6,89,0
Student 2673,83,84,85,62,63,77,4,88,0
Student 2674,63,61,59,92,100,85,7,97,0
Student 2675,98,96,72,75,53,57,5,67,1
Student 2676,86,78,96,50,86,53,8,99,0
Student 2677,64,74,83,82,100,87,6,68,0
Student 2678,87,86,69,69,100,73,7,74,0
Student 2679,59,60,56,82,60,69,4,62,1
Student 2680,55,81,72,74,51,57,4,51,1
Student 2681,97,59,52,50,88,93,3,70,1
Student 2682,68,54,58,87,59,83,4,97,1
Student 2683,64,59,53,99,69,63,5,50,1
Student 2684,95,55,93,50,90,63,8,97,0
Student 2685,76,58,92,81,83,86,3,64,0
Student 2686,78,51,64,82,66,81,5,54,1
Student 2687,60,83,83,71,87,57,1,89,0
Student 2688,70,80,94,51,70,72,5,73,1
Student 2689,87,56,79,63,68,60,6,74,1
Student 2690,99,86,96,92,60,100,4,64,0
Student 2691,87,85,59,76,59,62,1,85,1
Student 2692,76,66,83,55,88,88,8,50,1
Student 2693,61,91,56,82,65,76,7,98,0
Student 2694,87,61,53,54,76,76,6,91,1
Student 2695,78,73,64,84,87,50,5,67,1
Student 2696,70,60,64,100,70,68,5,85,1
Student 2697,76,83,97,59,55,91,7,62,1
Student 2698,79,85,90,59,79,95,7,91,0
Student 2699,99,64,51,89,87,64,5,79,0
Student 2700,69,86,55,67,63,50,5,62,1
Student 2701,100,73,64,72,98,89,2,52,0
Student 2702,62,98,62,80,83,99,4,83,0
Student 2703,72,92,72,77,81,63,2,51,1
Student 2704,64,55,70,64,60,84,6,78,1
Student 2705,82,97,57,94,59,93,2,69,0
Student 2706,64,52,83,83,52,74,7,59,1
Student 2707,80,66,86,69,94,87,6,97,0
Student 2708,93,65,66,51,90,96,8,86,0
Student 2709,67,98,93,53,62,89,8,96,0
Student 2710,87,51,66,72,96,66,1,68,1
Student 2711,61,67,91,55,69,77,3,78,1
Student 2712,54,63,77,92,56,90,7,78,1
Student 2713,95,99,93,99,86,78,7,67,0
Student 2714,60,69,55,95,87,78,2,87,0
Student 2715,75,64,63,85,58,59,3,75,1
Student 2716,92,81,70,99,76,58,7,99,0
Student 2717,63,77,70,96,57,61,2,69,1
Student 2718,86,56,60,56,86,76,2,100,1
Student 2719,65,95,77,90,60,84,3,57,0
Student 2720,96,50,55,64,51,61,1,85,1
Student 2721,58,89,63,66,61,71,2,73,1
Student 2722,74,62,72,58,74,76,6,82,1
Student 2723,74,75,70,54,88,90,1,60,1
Student 2724,75,68,72,69,68,87,6,76,1
Student 2725,96,83,95,50,97,93,4,82,0
Student 2726,97,67,87,92,52,55,3,92,0
Student 2727,77,77,53,95,87,51,1,67,1
Student 2728,87,100,72,91,98,74,6,89,0
Student 2729,74,75,77,52,66,68,1,84,1
Student 2730,97,91,92,88,73,71,5,89,0
Student 2731,53,82,60,94,91,98,7,93,0
Student 2732,83,90,80,86,55,56,1,90,0
Student 2733,57,92,92,72,88,65,7,67,0
Student 2734,61,73,89,57,89,93,3,60,1
Student 2735,74,80,69,94,79,100,6,98,0
Student 2736,67,85,61,81,52,63,2,82,1
Student 2737,86,64,55,70,82,94,4,80,0
Student 2738,61,92,92,89,93,66,5,80,0
Student 2739,50,77,61,80,100,99,4,64,0
Student 2740,64,67,89,96,63,72,3,89,0
Student 2741,77,93,78,81,73,79,7,70,0
Student 2742,63,68,66,69,87,91,2,56,1
Student 2743,81,97,99,73,50,99,2,65,0
Student 2744,95,98,55,84,96,64,3,82,0
Student 2745,93,66,78,99,93,67,3,59,0
Student 2746,99,65,62,88,53,92,3,80,0
Student 2747,89,96,80,51,63,53,8,64,1
Student 2748,90,67,91,97,54,58,8,60,1
Student 2749,99,100,64,67,98,98,8,84,0
Student 2750,75,81,64,90,92,60,2,75,0
Student 2751,71,74,52,50,97,73,4,55,1
Student 2752,87,76,67,80,51,91,6,100,0
Student 2753,52,58,75,72,68,66,6,70,1
Student 2754,62,99,71,96,60,96,5,64,0
Student 2755,56,53,98,66,56,68,3,51,1
Student 2756,75,52,96,60,86,53,8,75,1
Student 2757,94,70,56,76,58,69,4,67,1
Student 2758,72,90,60,87,50,73,3,52,1
Student 2759,64,91,87,81,53,70,3,70,1
Student 2760,79,66,87,89,67,77,5,99,0
Student 2761,93,98,95,77,52,83,2,75,0
Student 2762,92,68,90,98,89,98,4,99,0
Student 2763,98,69,58,52,58,76,8,87,1
Student 2764,77,79,64,86,99,99,7,63,0
Student 2765,59,87,94,82,91,94,5,54,0
Student 2766,96,60,54,78,72,83,7,85,0
Student 2767,91,98,92,75,60,93,6,72,0
Student 2768,51,56,59,99,51,50,1,95,1
Student 2769,65,99,73,69,58,82,5,86,0
Student 2770,53,91,67,91,73,86,4,94,0
Student 2771,99,56,73,79,100,85,2,91,0
Student 2772,69,94,60,77,78,79,8,55,1
Student 2773,92,74,57,56,52,86,3,73,1
Student 2774,51,99,63,67,92,90,4,73,0
Student 2775,100,68,64,61,65,52,8,55,1
Student 2776,70,64,55,79,99,68,2,56,1
Student 2777,84,85,64,97,60,50,4,55,1
Student 2778,84,77,73,83,77,81,1,76,0
Student 2779,70,51,68,90,96,80,3,58,1
Student 2780,78,76,52,63,55,58,4,74,1
Student 2781,61,81,53,85,52,95,1,76,1
Student 2782,88,74,72,100,98,56,8,50,0
Student 2783,72,70,84,73,88,81,5,86,0
Student 2784,71,52,63,86,97,75,5,74,1
Student 2785,78,68,100,100,53,93,7,64,0
Student 2786,56,87,80,60,90,89,3,80,0
Student 2787,98,75,52,92,96,57,8,59,0
Student 2788,84,56,59,97,83,71,5,59,1
Student 2789,68,85,53,70,88,76,3,86,0
Student 2790,58,60,99,95,66,90,8,83,0
Student 2791,94,66,100,90,59,64,2,78,0
Student 2792,60,80,63,69,61,51,1,58,1
Student 2793,67,62,81,62,70,79,2,65,1
Student 2794,61,78,84,76,81,90,4,68,0
Student 2795,80,82,58,93,50,60,6,83,1
Student 2796,94,73,76,87,99,54,7,88,0
Student 2797,76,54,61,81,72,98,4,72,1
Student 2798,67,84,57,50,82,57,5,93,1
Student 2799,58,52,95,82,67,83,4,72,1
Student 2800,65,50,87,52,93,95,8,61,1
Student 2801,82,79,86,50,96,67,3,75,0
Student 2802,73,94,71,50,55,99,8,65,1
Student 2803,53,51,67,66,50,94,7,80,1
Student 2804,65,81,59,73,85,75,6,73,1
Student 2805,90,100,88,59,71,72,2,52,0
Student 2806,56,59,92,61,87,92,3,76,1
Student 2807,84,98,78,77,89,75,5,75,0
Student 2808,83,82,83,96,88,100,5,63,0
Student 2809,72,100,80,63,61,60,5,81,1
Student 2810,56,93,52,74,65,71,5,84,1
Student 2811,59,80,62,85,68,65,3,82,1
Student 2812,83,69,54,91,70,92,2,69,0
Student 2813,60,95,99,99,62,92,8,67,0
Student 2814,94,64,57,52,56,60,8,67,1
Student 2815,63,89,64,76,57,56,5,62,1
Student 2816,52,78,84,67,67,87,1,55,1
Student 2817,95,59,99,77,95,69,7,80,0
Student 2818,52,95,57,68,76,80,1,72,1
Student 2819,76,63,54,80,82,82,1,93,0
Student 2820,100,66,79,90,63,67,5,99,0
Student 2821,75,67,66,66,75,59,1,72,1
Student 2822,62,75,78,62,89,58,1,89,1
Student 2823,80,76,74,55,61,90,1,73,1
Student 2824,80,72,93,86,91,71,1,92,0
Student 2825,56,88,77,74,70,69,1,79,1
Student 2826,79,76,89,84,50,82,7,57,1
Student 2827,53,86,51,78,68,74,2,52,1
Student 2828,92,53,88,53,93,87,6,52,1
Student 2829,70,94,57,78,66,60,7,70,1
Student 2830,55,92,94,52,55,98,1,81,0
Student 2831,84,76,88,89,70,61,6,93,0
Student 2832,63,67,56,71,79,96,1,64,1
Student 2833,67,87,67,59,90,61,4,76,1
Student 2834,72,79,75,60,98,90,5,67,0
Student 2835,75,89,54,83,50,95,2,89,0
Student 2836,80,76,64,87,78,52,3,63,1
Student 2837,92,55,79,98,79,56,7,94,0
Student 2838,59,55,80,63,96,91,6,90,0
Student 2839,94,69,61,62,60,66,1,96,1
Student 2840,76,63,84,71,65,91,8,59,1
Student 2841,64,99,74,98,79,59,2,96,0
Student 2842,85,91,65,75,91,87,8,63,0
Student 2843,59,55,58,68,73,76,7,62,1
Student 2844,63,95,98,62,91,65,5,97,0
Student 2845,70,56,63,87,82,77,2,54,1
Student 2846,92,82,72,58,97,70,7,57,0
Student 2847,82,55,72,87,50,99,5,74,1
Student 2848,76,69,64,80,80,96,7,56,1
Student 2849,58,90,55,76,78,78,1,87,1
Student 2850,91,67,64,90,74,50,5,58,1
Student 2851,76,62,73,67,51,86,1,63,1
Student 2852,69,92,70,54,60,67,1,77,1
Student 2853,100,67,91,58,91,56,5,54,1
Student 2854,85,60,61,79,94,55,1,63,1
Student 2855,66,69,79,64,52,89,8,54,1
Student 2856,65,68,61,97,78,89,1,92,0
Student 2857,66,68,79,98,100,68,2,55,0
Student 2858,66,67,81,55,100,68,8,55,1
Student 2859,83,62,75,81,69,63,7,92,1
Student 2860,100,55,72,60,97,68,6,53,1
Student 2861,100,74,62,67,90,75,4,53,1
Student 2862,74,82,78,91,65,70,2,68,0
Student 2863,50,73,60,90,52,91,4,60,1
Student 2864,73,87,64,61,96,75,4,54,1
Student 2865,95,77,84,61,58,66,4,82,1
Student 2866,72,68,97,60,68,96,3,54,1
Student 2867,50,70,87,59,54,96,5,68,1
Student 2868,85,97,51,80,98,86,5,96,0
Student 2869,81,63,98,79,100,74,5,74,0
Student 2870,96,55,59,86,63,58,3,67,1
Student 2871,66,51,80,74,62,98,6,75,1
Student 2872,52,57,73,57,94,74,3,52,1
Student 2873,68,58,53,93,94,60,1,73,1
Student 2874,51,61,60,77,59,86,1,98,1
Student 2875,70,81,67,86,79,52,5,71,1
Student 2876,93,90,71,50,97,54,4,93,0
Student 2877,82,83,80,62,55,68,4,60,1
Student 2878,66,99,98,88,82,77,3,90,0
Student 2879,66,62,58,52,88,87,5,55,1
Student 2880,77,86,50,61,83,72,7,67,1
Student 2881,98,82,71,88,50,99,8,81,0
Student 2882,61,79,86,83,60,87,7,92,0
Student 2883,96,87,65,75,78,65,5,70,0
Student 2884,81,68,78,85,63,75,4,84,0
Student 2885,88,73,62,74,99,78,4,67,0
Student 2886,77,72,71,77,57,61,6,86,1
Student 2887,96,81,54,79,97,64,1,70,0
Student 2888,100,95,65,65,78,82,8,67,0
Student 2889,53,52,57,70,68,51,5,100,1
Student 2890,100,93,87,90,55,60,4,60,0
Student 2891,55,59,58,59,59,63,3,93,1
Student 2892,56,69,51,51,53,51,7,77,1
Student 2893,65,81,77,57,62,56,7,88,1
Student 2894,61,69,97,94,100,85,7,90,0
Student 2895,67,52,78,81,96,78,6,58,1
Student 2896,51,81,81,95,54,75,2,71,1
Student 2897,70,70,74,73,74,52,7,78,1
Student 2898,76,73,60,86,86,90,2,84,0
Student 2899,69,86,73,61,59,92,5,54,1
Student 2900,94,81,70,78,87,97,2,55,0
Student 2901,69,89,59,65,93,86,3,50,1
Student 2902,73,79,50,65,75,92,6,82,1
Student 2903,70,60,54,99,98,55,1,59,1
Student 2904,67,64,50,93,57,74,6,52,1
Student 2905,70,92,76,95,57,94,4,85,0
Student 2906,91,93,95,70,51,80,8,74,0
Student 2907,59,62,76,96,71,53,1,93,1
Student 2908,67,86,50,52,55,88,3,99,1
Student 2909,61,89,80,72,64,68,4,77,1
Student 2910,77,66,89,79,91,90,1,65,0
Student 2911,89,52,62,79,59,56,1,54,1
Student 2912,72,83,78,58,78,99,6,64,0
Student 2913,87,60,85,65,82,57,6,57,1
Student 2914,79,88,85,70,78,76,7,93,0
Student 2915,94,100,86,89,60,89,4,86,0
Student 2916,80,62,81,59,62,89,3,51,1
Student 2917,61,53,67,78,57,76,4,50,1
Student 2918,60,83,93,93,58,50,7,71,1
Student 2919,57,68,87,83,94,56,7,72,1
Student 2920,57,62,57,59,94,66,6,82,1
Student 2921,92,79,92,61,50,70,6,74,1
Student 2922,58,61,94,73,80,89,4,89,0
Student 2923,75,77,52,90,55,68,3,62,1
Student 2924,58,82,89,85,58,58,1,83,1
Student 2925,74,92,51,90,87,57,2,62,1
Student 2926,66,91,51,73,82,50,1,85,1
Student 2927,95,99,99,89,96,83,2,57,0
Student 2928,84,77,65,76,89,80,1,53,1
Student 2929,51,90,54,79,54,71,3,88,1
Student 2930,68,67,57,76,100,77,1,68,1
Student 2931,59,87,64,51,69,62,4,100,1
Student 2932,90,73,88,65,56,58,5,63,1
Student 2933,95,86,55,85,99,70,5,70,0
Student 2934,75,75,83,63,66,98,6,97,0
Student 2935,55,56,64,68,71,61,5,97,1
Student 2936,100,86,68,84,82,92,1,81,0
Student 2937,57,99,77,82,55,70,7,62,1
Student 2938,83,84,69,98,68,54,1,92,0
Student 2939,96,71,93,71,59,88,1,85,0
Student 2940,69,80,98,58,69,91,3,85,0
Student 2941,95,94,80,70,66,65,1,78,0
Student 2942,74,66,51,97,95,50,6,97,0
Student 2943,75,66,82,96,84,54,5,64,1
Student 2944,62,55,81,94,96,69,7,91,0
